,SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss,predicted_premium
749,0,19-APR-23,18-APR-24,2023,1205,453393.13,4381.05,5000000749,2013,2,1,货车,2900.0,大众,商用,0.0,品牌B,69.32,0.0,0.067285,0.261948,1.47,0.089941,0,45.15,2838.61,0,1,0.0,3162.57
750,1,03-AUG-23,02-AUG-24,2023,1203,385430.58,4458.16,5000000750,2018,7,0,MPV,2700.0,奔驰,租赁,0.0,品牌E,98.43,0.0,0.038961,0.144692,8.82,0.153673,0,73.37,3203.04,1,1,0.0,3497.54
751,0,10-JUL-22,10-JUL-23,2022,1203,229825.86,1739.81,5000000751,2015,5,0,轿车,3000.0,吉利,租赁,0.0,品牌D,32.53,34.12,0.111487,0.026397,9.96,0.04061,0,56.26,4213.44,1,1,0.0,2390.78
752,1,17-JAN-24,16-JAN-25,2024,1201,497589.68,12066.21,5000000752,2023,7,0,轿车,2300.0,比亚迪,商用,0.0,品牌A,33.63,0.0,0.088459,0.109433,4.93,0.172175,1,60.91,3389.54,0,1,0.0,2764.44
753,0,07-OCT-22,07-OCT-23,2022,1201,191496.14,1967.41,5000000753,2013,4,0,轿车,1800.0,丰田,公务,0.0,品牌C,62.94,19.14,0.008005,0.014206,7.61,0.158624,0,0.0,0.0,1,1,0.0,995.5
754,0,07-SEP-23,06-SEP-24,2023,1203,330845.32,7510.89,5000000754,2014,4,12,货车,3500.0,吉利,家用,0.0,品牌D,31.98,86.42,0.046237,0.279403,2.74,0.006493,0,89.15,5280.17,1,1,0.0,2351.51
755,0,22-JUL-22,22-JUL-23,2022,1203,177546.39,4395.23,5000000755,2020,3,10,货车,3300.0,大众,公务,0.0,品牌A,41.05,0.0,0.029114,0.071478,3.78,0.132859,0,34.39,4453.89,0,1,0.0,3274.39
756,1,04-AUG-23,03-AUG-24,2023,1201,90703.13,1977.54,5000000756,2015,4,11,客车,2800.0,吉利,家用,11830.18,品牌C,80.25,14.93,0.059019,0.241301,2.26,0.198846,0,0.0,0.0,0,1,12157.8,3832.46
757,0,24-OCT-23,23-OCT-24,2023,1204,89162.92,1632.47,5000000757,2022,5,0,SUV,2700.0,大众,家用,0.0,品牌D,70.99,33.17,0.031704,0.252472,7.77,0.074584,0,0.0,0.0,1,1,0.0,2811.9
758,0,27-JUN-22,27-JUN-23,2022,1205,139465.82,894.0,5000000758,2012,2,19,客车,5300.0,比亚迪,租赁,0.0,品牌A,79.38,0.0,0.099063,0.014158,1.48,0.01073,1,73.24,3273.97,1,1,0.0,5410.71
759,0,02-JAN-24,01-JAN-25,2024,1201,485061.21,9666.28,5000000759,2020,4,0,MPV,2400.0,比亚迪,自用货物,33265.93,品牌D,72.77,47.15,0.081401,0.25811,4.91,0.034121,0,0.0,0.0,1,1,19756.92,2818.11
760,0,14-AUG-23,13-AUG-24,2023,1203,293120.75,3215.81,5000000760,2019,5,0,轿车,2700.0,别克,租赁,0.0,品牌B,63.79,0.0,0.098525,0.273026,0.66,0.089144,1,32.6,4551.1,0,1,0.0,2777.11
761,1,16-JUN-22,16-JUN-23,2022,1205,280762.21,6651.98,5000000761,2018,2,17,皮卡,2400.0,奔驰,公务,0.0,品牌E,35.89,0.0,0.038955,0.261038,0.19,0.012876,0,47.88,1818.21,1,1,0.0,933.29
762,0,13-FEB-23,13-FEB-24,2023,1205,141937.06,1777.34,5000000762,2017,4,0,SUV,2000.0,长安,家用,0.0,品牌B,62.1,0.0,0.145834,0.191906,7.37,0.10452,0,37.88,3579.23,1,1,0.0,1915.54
763,0,15-SEP-23,14-SEP-24,2023,1204,304941.74,8396.29,5000000763,2023,3,3,货车,5600.0,长安,商用,0.0,品牌A,81.66,0.0,0.041667,0.155175,0.74,0.196275,0,0.0,0.0,0,1,0.0,6724.8
764,0,24-FEB-24,23-FEB-25,2024,1201,161574.47,4635.11,5000000764,2015,4,17,客车,3800.0,长安,商用,0.0,品牌C,60.04,11.76,0.149152,0.170213,8.37,0.106854,0,76.15,6193.68,0,1,0.0,4481.04
765,0,19-OCT-23,18-OCT-24,2023,1204,326490.93,2774.51,5000000765,2018,4,17,皮卡,4300.0,比亚迪,公务,0.0,品牌C,67.58,15.03,0.108347,0.029681,2.83,0.115035,1,78.79,5592.74,1,1,0.0,942.01
766,0,01-FEB-23,01-FEB-24,2023,1202,181978.12,2544.67,5000000766,2017,2,6,货车,2800.0,本田,自用货物,25199.18,品牌A,93.88,0.0,0.073635,0.106582,9.16,0.148702,1,40.53,3316.15,0,1,7711.52,3226.74
767,0,01-JUN-22,01-JUN-23,2022,1202,147525.33,3978.35,5000000767,2019,7,0,轿车,1300.0,长安,商用,0.0,品牌D,47.86,31.81,0.035451,0.158601,9.88,0.103414,1,31.76,2834.87,1,1,0.0,1757.97
768,1,19-AUG-22,19-AUG-23,2022,1204,150731.21,4177.53,5000000768,2020,5,0,SUV,2200.0,奥迪,商用,0.0,品牌A,65.34,0.0,0.191527,0.038136,2.12,0.180102,0,0.0,0.0,1,1,0.0,3762.59
769,1,02-JAN-23,02-JAN-24,2023,1203,82796.36,479.13,5000000769,2017,4,13,客车,3700.0,比亚迪,家用,0.0,品牌E,53.14,0.0,0.166727,0.246572,7.38,0.082359,0,39.42,1948.03,1,1,0.0,3546.92
770,1,14-AUG-22,14-AUG-23,2022,1206,135624.17,2410.31,5000000770,2015,4,0,SUV,1800.0,宝马,自用货物,0.0,品牌E,89.91,0.0,0.095363,0.160677,4.67,0.147622,0,0.0,0.0,0,1,0.0,1730.72
771,0,03-JAN-24,02-JAN-25,2024,1204,105590.83,2169.17,5000000771,2017,3,14,客车,4100.0,丰田,家用,41068.28,品牌B,47.32,0.0,0.17179,0.167207,1.79,0.157011,0,37.26,5475.9,1,1,17859.3,4431.94
772,1,06-NOV-22,06-NOV-23,2022,1206,88268.74,849.91,5000000772,2013,4,6,客车,5200.0,奥迪,商用,0.0,品牌A,79.23,0.0,0.116195,0.174823,1.39,0.004672,1,49.82,3472.13,1,1,0.0,4758.95
773,1,19-JAN-24,18-JAN-25,2024,1203,224580.99,4696.79,5000000773,2023,4,0,轿车,2600.0,本田,公务,0.0,品牌D,66.62,10.79,0.029512,0.164341,2.54,0.032132,0,0.0,0.0,0,1,0.0,1776.21
774,1,02-MAY-23,01-MAY-24,2023,1205,270412.78,6468.68,5000000774,2019,3,12,货车,4200.0,长安,租赁,11487.61,品牌D,45.56,40.88,0.112545,0.246222,4.47,0.105045,0,47.7,5306.82,0,1,2066.75,7449.91
775,0,09-MAR-24,09-MAR-25,2024,1202,354226.36,5781.08,5000000775,2019,7,0,MPV,2600.0,奥迪,公务,0.0,品牌D,94.06,45.95,0.030422,0.009934,5.73,0.015681,0,80.08,5468.74,0,1,0.0,2003.82
776,1,22-JAN-23,22-JAN-24,2023,1206,428289.05,5996.65,5000000776,2016,7,0,MPV,2900.0,别克,自用货物,16310.51,品牌B,78.36,0.0,0.168371,0.256797,2.4,0.147054,0,55.92,2542.09,0,1,9748.35,2537.21
777,1,24-MAY-22,24-MAY-23,2022,1206,100441.52,2011.25,5000000777,2018,2,15,货车,5000.0,吉利,商用,17335.15,品牌C,63.22,88.51,0.01621,0.271146,7.2,0.038917,0,0.0,0.0,1,1,15403.43,6411.46
778,0,14-JUN-22,14-JUN-23,2022,1201,374542.56,10664.91,5000000778,2013,2,18,客车,5400.0,比亚迪,租赁,40829.29,品牌B,53.12,0.0,0.021073,0.143222,8.85,0.059832,0,64.33,5674.53,1,1,6767.64,7851.94
779,0,01-SEP-22,01-SEP-23,2022,1201,496339.12,2926.38,5000000779,2022,4,12,皮卡,3300.0,宝马,商用,0.0,品牌C,50.16,38.01,0.101349,0.095876,8.16,0.091999,0,0.0,0.0,1,1,0.0,1764.27
780,0,19-DEC-23,18-DEC-24,2023,1203,472153.9,12407.91,5000000780,2020,5,0,SUV,1100.0,本田,租赁,1158.53,品牌E,52.4,0.0,0.002833,0.052422,2.8,0.016069,0,61.85,3622.07,0,1,5516.81,4821.09
781,0,03-MAR-24,03-MAR-25,2024,1204,423436.97,12558.38,5000000781,2016,4,5,货车,2200.0,别克,自用货物,0.0,品牌D,56.4,16.43,0.000864,0.053409,9.49,0.001443,0,60.98,4612.92,1,1,0.0,2334.28
782,0,06-OCT-23,05-OCT-24,2023,1206,235017.37,6490.28,5000000782,2017,3,16,客车,2700.0,奥迪,自用货物,0.0,品牌D,98.29,26.8,0.182061,0.037929,6.01,0.191969,0,0.0,0.0,1,1,0.0,3498.91
783,0,14-FEB-23,14-FEB-24,2023,1202,256725.86,4064.77,5000000783,2023,4,14,货车,2600.0,吉利,租赁,0.0,品牌B,71.47,0.0,0.003031,0.228017,8.33,0.168713,0,0.0,0.0,0,1,0.0,6237.02
784,1,17-NOV-22,17-NOV-23,2022,1206,120415.3,1857.85,5000000784,2012,3,14,客车,5400.0,奔驰,公务,0.0,品牌A,62.71,0.0,0.035297,0.199667,8.71,0.019547,1,77.68,2040.51,0,1,0.0,3021.03
785,0,26-DEC-22,26-DEC-23,2022,1206,385371.52,7557.99,5000000785,2021,7,0,MPV,3000.0,长安,家用,0.0,品牌A,36.0,0.0,0.135965,0.108197,4.61,0.161409,0,0.0,0.0,1,1,0.0,2619.99
786,1,01-JUL-22,01-JUL-23,2022,1204,128646.26,1946.41,5000000786,2013,3,12,皮卡,5100.0,奔驰,商用,0.0,品牌A,43.14,0.0,0.193693,0.246806,6.39,0.023315,0,67.06,4764.73,1,1,0.0,855.7
787,1,06-APR-24,06-APR-25,2024,1205,385370.64,3660.45,5000000787,2019,3,15,客车,2600.0,吉利,自用货物,42902.92,品牌D,33.48,38.16,0.098473,0.145022,5.53,0.068017,0,48.87,1912.61,0,1,7645.55,4979.6
788,1,26-DEC-22,26-DEC-23,2022,1203,367561.28,9242.97,5000000788,2015,7,0,轿车,1700.0,比亚迪,家用,5495.34,品牌A,65.25,0.0,0.134825,0.197668,9.82,0.173622,0,83.71,4013.33,0,1,12287.21,1643.08
789,1,01-MAR-23,29-FEB-24,2023,1202,195826.87,992.27,5000000789,2020,3,15,皮卡,2200.0,别克,自用货物,0.0,品牌C,60.28,69.5,0.046771,0.111273,4.03,0.133264,0,0.0,0.0,0,1,0.0,885.49
790,0,22-AUG-23,21-AUG-24,2023,1203,259463.62,2802.74,5000000790,2013,7,0,MPV,3100.0,长安,自用货物,0.0,品牌D,68.39,51.78,0.040535,0.280952,9.72,0.148221,0,0.0,0.0,0,1,0.0,1549.98
791,1,23-AUG-22,23-AUG-23,2022,1205,482555.16,8258.21,5000000791,2020,3,1,货车,3500.0,奔驰,公务,0.0,品牌B,67.53,0.0,0.10766,0.117166,2.76,0.037052,1,63.28,6798.07,1,1,0.0,3642.78
792,0,30-JUL-22,30-JUL-23,2022,1203,360327.63,7766.24,5000000792,2019,3,8,皮卡,4400.0,比亚迪,公务,0.0,品牌E,42.55,0.0,0.006157,0.264146,3.53,0.045317,0,0.0,0.0,1,1,0.0,1053.28
793,1,02-FEB-23,02-FEB-24,2023,1202,149789.84,3560.8,5000000793,2020,7,0,MPV,1700.0,本田,商用,0.0,品牌B,58.15,0.0,0.072947,0.137425,7.86,0.103689,0,0.0,0.0,1,1,0.0,2534.69
794,0,28-SEP-22,28-SEP-23,2022,1203,316349.87,6629.77,5000000794,2014,3,9,客车,2400.0,宝马,家用,0.0,品牌C,37.86,95.2,0.036281,0.198989,0.2,0.172537,1,73.65,3996.09,0,1,0.0,3120.47
795,0,24-SEP-22,24-SEP-23,2022,1202,408379.34,3663.42,5000000795,2015,7,0,SUV,3000.0,比亚迪,租赁,32264.68,品牌B,94.05,0.0,0.044801,0.244753,8.88,0.147468,0,0.0,0.0,0,1,10395.03,5296.93
796,0,19-MAY-23,18-MAY-24,2023,1202,493758.43,7678.84,5000000796,2021,4,0,轿车,2700.0,吉利,自用货物,0.0,品牌B,55.23,0.0,0.100984,0.005287,1.13,0.066334,0,0.0,0.0,0,1,0.0,1996.39
797,1,21-AUG-23,20-AUG-24,2023,1204,467288.33,2886.26,5000000797,2017,5,0,MPV,3100.0,丰田,商用,0.0,品牌C,93.66,19.85,0.11708,0.121073,7.3,0.037229,0,0.0,0.0,0,1,0.0,3057.29
798,0,25-JAN-23,25-JAN-24,2023,1206,126007.71,1976.16,5000000798,2013,4,0,MPV,1900.0,别克,租赁,0.0,品牌B,48.32,0.0,0.005008,0.057414,9.5,0.156362,0,38.2,6672.87,1,1,0.0,2023.44
799,1,26-SEP-22,26-SEP-23,2022,1202,440416.66,7524.66,5000000799,2020,2,19,客车,4800.0,大众,家用,0.0,品牌E,49.05,0.0,0.102099,0.207444,8.97,0.083574,0,0.0,0.0,1,1,0.0,5168.48
800,0,24-JUL-23,23-JUL-24,2023,1204,143560.79,3026.15,5000000800,2015,5,0,MPV,1400.0,比亚迪,租赁,0.0,品牌D,92.84,36.9,0.141628,0.13593,2.64,0.089101,1,33.55,5847.77,1,1,0.0,2096.02
801,0,27-JUN-22,27-JUN-23,2022,1203,450627.62,9782.0,5000000801,2012,2,14,皮卡,2300.0,本田,公务,0.0,品牌D,53.55,69.06,0.191153,0.229782,4.66,0.151358,0,57.31,5156.78,0,1,0.0,898.28
802,0,15-JUN-23,14-JUN-24,2023,1201,182636.1,4479.46,5000000802,2022,4,0,MPV,2600.0,奥迪,商用,0.0,品牌E,91.94,0.0,0.073156,0.27025,3.55,0.098779,0,0.0,0.0,0,1,0.0,3386.21
803,1,09-DEC-22,09-DEC-23,2022,1206,382592.96,10428.31,5000000803,2013,7,0,SUV,2100.0,大众,公务,0.0,品牌D,86.18,73.3,0.184232,0.168393,3.47,0.094613,0,82.24,6911.16,1,1,0.0,1868.18
804,1,30-MAY-22,30-MAY-23,2022,1203,201202.4,2871.83,5000000804,2013,5,0,轿车,1700.0,别克,公务,0.0,品牌C,86.88,56.86,0.016971,0.190369,4.53,0.082257,0,64.77,2167.87,0,1,0.0,987.49
805,1,03-AUG-23,02-AUG-24,2023,1206,102042.22,1700.74,5000000805,2013,4,6,货车,4000.0,别克,家用,0.0,品牌A,64.61,0.0,0.068526,0.202435,3.12,0.111768,0,0.0,0.0,0,1,0.0,2067.28
806,0,07-OCT-23,06-OCT-24,2023,1206,387156.26,11133.2,5000000806,2016,5,0,SUV,3400.0,宝马,自用货物,0.0,品牌E,61.43,0.0,0.153158,0.040513,3.44,0.076822,1,44.47,3248.01,0,1,0.0,2518.08
807,1,29-MAY-22,29-MAY-23,2022,1203,429932.65,8184.63,5000000807,2017,7,0,SUV,3100.0,本田,自用货物,0.0,品牌C,93.04,90.59,0.121139,0.015745,9.71,0.133214,0,0.0,0.0,1,1,0.0,2740.92
808,1,05-JUL-22,05-JUL-23,2022,1205,353361.32,3426.05,5000000808,2013,2,8,货车,3300.0,宝马,自用货物,28841.55,品牌D,47.75,20.34,0.130708,0.180247,9.66,0.018142,0,0.0,0.0,0,1,16844.88,3025.46
809,1,12-DEC-23,11-DEC-24,2023,1205,309748.66,7114.08,5000000809,2018,2,10,客车,3200.0,宝马,家用,0.0,品牌E,49.03,0.0,0.108437,0.283615,2.25,0.052671,1,89.07,4492.28,0,1,0.0,3900.83
810,0,31-MAR-24,31-MAR-25,2024,1206,243598.7,2619.77,5000000810,2023,2,6,客车,5300.0,长安,租赁,0.0,品牌C,41.65,67.01,0.066814,0.196095,7.61,0.188683,0,0.0,0.0,0,1,0.0,9690.65
811,1,14-FEB-23,14-FEB-24,2023,1205,339583.82,8007.2,5000000811,2023,5,0,MPV,2700.0,丰田,租赁,0.0,品牌C,72.28,69.04,0.061392,0.218452,9.79,0.105432,0,42.02,6304.95,1,1,0.0,4512.57
812,0,09-OCT-23,08-OCT-24,2023,1201,83197.74,1499.29,5000000812,2019,4,7,皮卡,3300.0,长安,商用,0.0,品牌D,56.18,25.02,0.054876,0.181394,3.58,0.11689,0,37.95,5501.54,1,1,0.0,1088.69
813,1,11-AUG-23,10-AUG-24,2023,1205,53841.37,673.12,5000000813,2013,2,10,皮卡,3300.0,丰田,商用,18902.56,品牌D,33.0,19.04,0.037361,0.284077,4.5,0.116772,0,86.14,4185.08,0,1,6422.21,945.56
814,0,01-MAR-24,01-MAR-25,2024,1204,279885.22,7156.32,5000000814,2019,2,6,皮卡,2900.0,丰田,公务,6409.57,品牌B,89.59,0.0,0.187535,0.051603,9.97,0.113999,0,0.0,0.0,1,1,5651.55,1157.56
815,0,02-OCT-22,02-OCT-23,2022,1203,276791.35,3895.87,5000000815,2015,7,0,MPV,3300.0,宝马,家用,0.0,品牌D,38.97,37.89,0.11942,0.060828,9.55,0.083505,0,59.8,2985.09,1,1,0.0,1911.91
816,0,17-MAR-23,16-MAR-24,2023,1204,477918.87,6561.6,5000000816,2022,2,8,皮卡,2300.0,长安,家用,0.0,品牌C,97.54,45.27,0.078533,0.020142,8.73,0.197285,0,0.0,0.0,0,1,0.0,1252.48
817,0,10-OCT-23,09-OCT-24,2023,1202,229613.87,5109.24,5000000817,2018,4,0,MPV,1100.0,大众,自用货物,0.0,品牌D,36.98,48.04,0.069319,0.113468,7.11,0.076232,0,0.0,0.0,1,1,0.0,1425.24
818,1,22-JAN-24,21-JAN-25,2024,1202,117641.21,722.53,5000000818,2022,5,0,MPV,3400.0,吉利,租赁,41942.44,品牌C,85.09,83.53,0.035838,0.282175,4.09,0.181007,0,0.0,0.0,1,1,13004.71,5587.68
819,1,03-JUL-23,02-JUL-24,2023,1202,211315.48,3182.83,5000000819,2021,2,19,皮卡,5600.0,本田,商用,6795.72,品牌A,62.15,0.0,0.109525,0.118127,7.38,0.013504,0,74.49,3134.32,0,1,5500.88,1740.18
820,0,06-MAY-23,05-MAY-24,2023,1205,102418.01,1182.27,5000000820,2014,5,0,MPV,1700.0,吉利,公务,0.0,品牌D,65.66,52.34,0.186447,0.187881,5.08,0.108175,1,74.32,6045.06,1,1,0.0,1158.46
821,0,11-JUL-23,10-JUL-24,2023,1201,97047.73,2393.47,5000000821,2023,2,11,货车,5900.0,比亚迪,公务,0.0,品牌E,32.91,0.0,0.050974,0.009378,9.34,0.112835,0,0.0,0.0,1,1,0.0,4381.63
822,0,21-JUL-23,20-JUL-24,2023,1203,402697.19,9044.25,5000000822,2016,3,2,客车,3000.0,奥迪,家用,32506.35,品牌D,91.21,37.15,0.16314,0.284933,6.6,0.137032,0,0.0,0.0,1,1,14732.1,4553.27
823,1,03-FEB-24,02-FEB-25,2024,1203,228646.47,6554.48,5000000823,2021,2,1,货车,4200.0,本田,家用,37778.44,品牌E,44.13,0.0,0.173763,0.139125,1.99,0.184978,0,72.65,2730.25,0,1,16487.24,4392.47
824,1,31-AUG-22,31-AUG-23,2022,1202,129517.21,2431.85,5000000824,2016,4,0,轿车,2200.0,吉利,租赁,0.0,品牌D,65.54,53.01,0.129544,0.177066,9.76,0.127021,0,51.99,3585.45,1,1,0.0,2110.66
825,0,14-SEP-23,13-SEP-24,2023,1204,420215.5,7090.9,5000000825,2019,4,15,皮卡,5200.0,本田,家用,0.0,品牌E,96.09,0.0,0.04981,0.287701,7.73,0.176956,1,66.24,6560.31,0,1,0.0,1075.53
826,0,18-OCT-22,18-OCT-23,2022,1203,53564.76,926.04,5000000826,2022,2,15,货车,4700.0,长安,租赁,0.0,品牌E,46.49,0.0,0.153944,0.235155,9.09,0.118834,0,38.45,1932.13,0,1,0.0,7272.16
827,0,08-JUL-22,08-JUL-23,2022,1201,368526.21,6808.59,5000000827,2015,2,8,皮卡,3200.0,本田,公务,49510.66,品牌C,39.64,88.48,0.099612,0.231915,5.05,0.017798,0,43.81,3387.49,0,1,5301.82,1180.94
828,0,05-JAN-24,04-JAN-25,2024,1205,370470.51,8729.84,5000000828,2023,2,17,货车,4500.0,奥迪,家用,0.0,品牌D,79.91,57.36,0.074731,0.142093,4.45,0.01673,1,85.99,4294.44,0,1,0.0,4013.16
829,1,14-DEC-22,14-DEC-23,2022,1206,192952.92,2167.2,5000000829,2020,7,0,MPV,1800.0,宝马,租赁,0.0,品牌D,65.86,89.9,0.101309,0.221929,0.24,0.152868,0,0.0,0.0,1,1,0.0,3321.17
830,0,02-MAY-23,01-MAY-24,2023,1201,325812.89,6647.25,5000000830,2016,4,10,客车,3800.0,长安,租赁,0.0,品牌A,50.77,0.0,0.056305,0.299168,4.58,0.16002,0,0.0,0.0,0,1,0.0,6300.45
831,1,02-AUG-22,02-AUG-23,2022,1203,408446.29,10499.28,5000000831,2016,4,0,MPV,3500.0,奥迪,商用,13245.29,品牌B,83.35,0.0,0.19268,0.084173,8.76,0.130908,1,39.76,3948.0,0,1,2176.92,4103.07
832,1,04-SEP-23,03-SEP-24,2023,1201,290707.6,8121.46,5000000832,2015,5,0,轿车,3300.0,丰田,公务,0.0,品牌D,55.65,56.57,0.106028,0.003558,0.48,0.071067,1,49.54,6049.82,1,1,0.0,1440.51
833,0,22-SEP-23,21-SEP-24,2023,1204,313090.53,3219.2,5000000833,2022,5,0,SUV,2300.0,丰田,家用,0.0,品牌D,75.03,58.41,0.184126,0.200108,2.52,0.088322,0,0.0,0.0,1,1,0.0,2849.36
834,1,18-FEB-23,18-FEB-24,2023,1201,444321.39,11313.33,5000000834,2015,4,9,皮卡,3100.0,吉利,自用货物,0.0,品牌D,96.17,60.88,0.00361,0.059818,4.43,0.166992,1,41.44,4372.39,0,1,0.0,955.71
835,1,21-OCT-23,20-OCT-24,2023,1206,495861.46,9135.0,5000000835,2013,4,0,轿车,2200.0,长安,自用货物,49890.9,品牌A,94.88,0.0,0.177924,0.043016,2.15,0.10552,0,67.94,6179.61,1,1,7047.53,1707.29
836,0,18-SEP-22,18-SEP-23,2022,1203,126747.79,1755.09,5000000836,2020,2,8,货车,3200.0,奔驰,自用货物,0.0,品牌A,61.59,0.0,0.042872,0.106981,6.19,0.167313,1,82.43,3903.28,1,1,0.0,3193.93
837,1,13-JUN-23,12-JUN-24,2023,1205,180531.7,3419.89,5000000837,2017,4,18,皮卡,3000.0,吉利,商用,31953.47,品牌C,31.78,67.23,0.109307,0.145149,7.5,0.005361,1,34.38,5934.09,0,1,4352.68,1384.09
838,1,25-NOV-22,25-NOV-23,2022,1201,220368.91,5602.92,5000000838,2015,5,0,轿车,1400.0,本田,自用货物,0.0,品牌B,84.25,0.0,0.027652,0.254738,4.72,0.047564,0,48.71,2006.38,0,1,0.0,1058.05
839,0,24-OCT-22,24-OCT-23,2022,1203,262387.25,3180.65,5000000839,2017,4,20,皮卡,4700.0,比亚迪,租赁,0.0,品牌B,93.94,0.0,0.005846,0.248736,1.51,0.143002,0,0.0,0.0,0,1,0.0,1412.0
840,0,10-JAN-23,10-JAN-24,2023,1206,441563.55,9084.74,5000000840,2021,3,2,货车,3000.0,本田,公务,0.0,品牌B,80.12,0.0,0.100162,0.254739,0.38,0.110668,0,0.0,0.0,0,1,0.0,3457.76
841,0,03-JAN-23,03-JAN-24,2023,1201,410075.17,12135.63,5000000841,2020,4,17,皮卡,2500.0,比亚迪,租赁,0.0,品牌D,86.66,85.66,0.109385,0.06823,2.5,0.183812,0,0.0,0.0,0,1,0.0,1712.11
842,1,01-NOV-23,31-OCT-24,2023,1203,459630.85,5125.49,5000000842,2022,7,0,MPV,3000.0,比亚迪,家用,0.0,品牌A,35.8,0.0,0.185847,0.064209,8.16,0.059793,1,64.03,2427.7,1,1,0.0,2695.74
843,0,07-DEC-23,06-DEC-24,2023,1205,79939.06,1483.01,5000000843,2016,5,0,SUV,3300.0,长安,商用,0.0,品牌B,67.84,0.0,0.002828,0.276383,8.41,0.100529,1,61.95,5388.06,0,1,0.0,3278.02
844,1,25-MAY-23,24-MAY-24,2023,1202,389333.45,9180.97,5000000844,2020,5,0,MPV,2700.0,奥迪,租赁,43123.02,品牌D,55.47,72.86,0.080865,0.072635,7.97,0.198902,0,0.0,0.0,0,1,15634.63,5061.99
845,1,30-SEP-22,30-SEP-23,2022,1201,256212.33,1373.35,5000000845,2012,2,16,货车,2200.0,奔驰,家用,0.0,品牌C,79.79,66.94,0.078439,0.292544,4.48,0.09578,1,61.28,7072.87,1,1,0.0,1917.25
846,0,19-NOV-22,19-NOV-23,2022,1203,104154.75,2916.04,5000000846,2012,7,0,MPV,2300.0,大众,商用,0.0,品牌C,70.89,47.04,0.054586,0.162078,7.37,0.057983,0,0.0,0.0,1,1,0.0,1807.41
847,1,25-JUL-22,25-JUL-23,2022,1205,156360.66,1678.62,5000000847,2014,2,7,货车,4700.0,本田,商用,0.0,品牌D,96.6,72.26,0.113454,0.24065,9.96,0.100523,0,0.0,0.0,0,1,0.0,3802.07
848,1,06-SEP-23,05-SEP-24,2023,1205,380392.88,2114.61,5000000848,2015,4,3,客车,2300.0,丰田,自用货物,0.0,品牌C,92.4,24.96,0.059758,0.078788,3.52,0.192668,0,63.72,2650.07,1,1,0.0,3168.01
849,0,19-JAN-23,19-JAN-24,2023,1204,179001.07,1344.85,5000000849,2023,4,14,客车,4200.0,奔驰,公务,0.0,品牌E,60.95,0.0,0.07988,0.234337,8.53,0.062025,0,0.0,0.0,1,1,0.0,5279.52
850,0,13-SEP-23,12-SEP-24,2023,1201,415422.67,3865.72,5000000850,2017,5,0,MPV,2100.0,长安,家用,0.0,品牌B,60.23,0.0,0.166436,0.068925,7.8,0.005426,0,0.0,0.0,0,1,0.0,1824.02
851,0,07-AUG-22,07-AUG-23,2022,1202,438150.52,4829.71,5000000851,2021,4,0,MPV,1500.0,本田,自用货物,0.0,品牌B,93.28,0.0,0.188785,0.001915,3.89,0.120695,0,0.0,0.0,0,1,0.0,2103.52
852,0,04-APR-23,03-APR-24,2023,1201,303064.68,3341.23,5000000852,2021,2,16,货车,3500.0,大众,自用货物,0.0,品牌D,94.08,69.88,0.019838,0.292693,6.85,0.195498,0,0.0,0.0,1,1,0.0,3459.7
853,1,10-JUL-22,10-JUL-23,2022,1205,129132.71,2416.03,5000000853,2021,7,0,轿车,2500.0,本田,租赁,0.0,品牌D,32.6,57.78,0.056381,0.07981,3.88,0.042227,0,0.0,0.0,0,1,0.0,2977.52
854,1,21-JAN-24,20-JAN-25,2024,1205,362334.82,2248.14,5000000854,2024,7,0,轿车,3300.0,吉利,商用,10930.66,品牌E,89.1,0.0,0.083571,0.031665,1.81,0.0402,0,40.89,4190.5,1,1,8770.14,4180.0
855,0,01-APR-24,01-APR-25,2024,1205,171643.82,3959.39,5000000855,2021,2,19,货车,5000.0,别克,租赁,0.0,品牌D,55.94,51.75,0.056649,0.150822,8.4,0.15579,0,0.0,0.0,0,1,0.0,6402.56
856,0,06-AUG-23,05-AUG-24,2023,1206,176623.13,4677.77,5000000856,2019,4,0,SUV,1100.0,别克,公务,0.0,品牌E,39.04,0.0,0.106781,0.208499,8.42,0.097886,1,36.69,5801.16,0,1,0.0,1826.44
857,0,28-NOV-23,27-NOV-24,2023,1204,488032.19,8790.73,5000000857,2015,3,3,货车,4600.0,比亚迪,自用货物,0.0,品牌C,63.63,17.98,0.079963,0.051961,1.1,0.089614,0,0.0,0.0,1,1,0.0,2870.86
858,0,27-JAN-24,26-JAN-25,2024,1201,314872.36,2520.33,5000000858,2019,3,14,皮卡,3400.0,别克,租赁,0.0,品牌C,99.36,91.78,0.199548,0.003605,7.02,0.1777,1,66.5,6617.51,0,1,0.0,1465.54
